"","Location","Day","TimeSlot","Availability","AvailabilityDescription"
"1410","NFC5","Wednesday","14:00 - 15:00",1,"Not Available"
"1411","NFC5","Wednesday","15:00 - 16:00",0,"Available"
"1412","NFC5","Wednesday","16:00 - 17:00",0,"Available"
"1413","NFC5","Wednesday","17:00 - 17:45",0,"Available"
"1414","NFC5","Thursday","08:00 - 08:50",0,"Available"
"1415","NFC5","Thursday","08:55 - 09:45",1,"Not Available"
"1416","NFC5","Thursday","10:15 - 11:05",1,"Not Available"
"1417","NFC5","Thursday","11:10 - 12:00",1,"Not Available"
"1418","NFC5","Thursday","13:00 - 14:00",1,"Not Available"
"1419","NFC5","Thursday","14:00 - 15:00",0,"Available"
"1420","NFC5","Thursday","15:00 - 16:00",1,"Not Available"
"1421","NFC5","Thursday","16:00 - 17:00",0,"Available"
"1422","NFC5","Thursday","17:00 - 17:45",0,"Available"
"1423","NFC5","Friday","08:00 - 08:50",0,"Available"
"1424","NFC5","Friday","08:55 - 09:45",1,"Not Available"
"1425","NFC5","Friday","10:15 - 11:05",1,"Not Available"
"1426","NFC5","Friday","11:10 - 12:00",1,"Not Available"
"1427","NFC5","Friday","13:00 - 14:00",1,"Not Available"
"1428","NFC5","Friday","14:00 - 15:00",0,"Available"
"1429","NFC5","Friday","15:00 - 16:00",1,"Not Available"
"1430","NFC5","Friday","16:00 - 17:00",0,"Available"
"1431","NFC5","Friday","17:00 - 17:45",0,"Available"
"1432","NFC5","Saturday","08:00 - 08:50",0,"Available"
"1433","NFC5","Saturday","08:55 - 09:45",0,"Available"
"1434","NFC5","Saturday","10:15 - 11:05",0,"Available"
"1435","NFC5","Saturday","11:10 - 12:00",0,"Available"
"1436","NFC5","Saturday","13:00 - 14:00",0,"Available"
"1437","NFC5","Saturday","14:00 - 15:00",0,"Available"
"1438","NFC5","Saturday","15:00 - 16:00",0,"Available"
"1439","NFC5","Saturday","16:00 - 17:00",0,"Available"
"1440","NFC5","Saturday","17:00 - 17:45",0,"Available"
"1441","NFC5","Sunday","08:00 - 08:50",0,"Available"
"1442","NFC5","Sunday","08:55 - 09:45",0,"Available"
"1443","NFC5","Sunday","10:15 - 11:05",0,"Available"
"1444","NFC5","Sunday","11:10 - 12:00",0,"Available"
"1445","NFC5","Sunday","13:00 - 14:00",0,"Available"
"1446","NFC5","Sunday","14:00 - 15:00",0,"Available"
"1447","NFC5","Sunday","15:00 - 16:00",0,"Available"
"1448","NFC5","Sunday","16:00 - 17:00",0,"Available"
"1449","NFC5","Sunday","17:00 - 17:45",0,"Available"
"1450","NFC6","Monday","08:00 - 08:50",1,"Not Available"
"1451","NFC6","Monday","08:55 - 09:45",1,"Not Available"
"1452","NFC6","Monday","10:15 - 11:05",1,"Not Available"
"1453","NFC6","Monday","11:10 - 12:00",1,"Not Available"
"1454","NFC6","Monday","13:00 - 14:00",1,"Not Available"
"1455","NFC6","Monday","14:00 - 15:00",1,"Not Available"
"1456","NFC6","Monday","15:00 - 16:00",1,"Not Available"
"1457","NFC6","Monday","16:00 - 17:00",1,"Not Available"
"1458","NFC6","Monday","17:00 - 17:45",0,"Available"
"1459","NFC6","Tuesday","08:00 - 08:50",1,"Not Available"
"1460","NFC6","Tuesday","08:55 - 09:45",1,"Not Available"
"1461","NFC6","Tuesday","10:15 - 11:05",1,"Not Available"
"1462","NFC6","Tuesday","11:10 - 12:00",1,"Not Available"
"1463","NFC6","Tuesday","13:00 - 14:00",1,"Not Available"
"1464","NFC6","Tuesday","14:00 - 15:00",1,"Not Available"
"1465","NFC6","Tuesday","15:00 - 16:00",1,"Not Available"
"1466","NFC6","Tuesday","16:00 - 17:00",0,"Available"
"1467","NFC6","Tuesday","17:00 - 17:45",0,"Available"
"1468","NFC6","Wednesday","08:00 - 08:50",1,"Not Available"
"1469","NFC6","Wednesday","08:55 - 09:45",1,"Not Available"
"1470","NFC6","Wednesday","10:15 - 11:05",1,"Not Available"
"1471","NFC6","Wednesday","11:10 - 12:00",1,"Not Available"
"1472","NFC6","Wednesday","13:00 - 14:00",1,"Not Available"
"1473","NFC6","Wednesday","14:00 - 15:00",1,"Not Available"
"1474","NFC6","Wednesday","15:00 - 16:00",1,"Not Available"
"1475","NFC6","Wednesday","16:00 - 17:00",1,"Not Available"
"1476","NFC6","Wednesday","17:00 - 17:45",0,"Available"
"1477","NFC6","Thursday","08:00 - 08:50",1,"Not Available"
"1478","NFC6","Thursday","08:55 - 09:45",1,"Not Available"
"1479","NFC6","Thursday","10:15 - 11:05",1,"Not Available"
"1480","NFC6","Thursday","11:10 - 12:00",1,"Not Available"
"1481","NFC6","Thursday","13:00 - 14:00",1,"Not Available"
"1482","NFC6","Thursday","14:00 - 15:00",0,"Available"
"1483","NFC6","Thursday","15:00 - 16:00",0,"Available"
"1484","NFC6","Thursday","16:00 - 17:00",0,"Available"
"1485","NFC6","Thursday","17:00 - 17:45",0,"Available"
"1486","NFC6","Friday","08:00 - 08:50",1,"Not Available"
"1487","NFC6","Friday","08:55 - 09:45",1,"Not Available"
"1488","NFC6","Friday","10:15 - 11:05",1,"Not Available"
"1489","NFC6","Friday","11:10 - 12:00",1,"Not Available"
"1490","NFC6","Friday","13:00 - 14:00",1,"Not Available"
"1491","NFC6","Friday","14:00 - 15:00",0,"Available"
"1492","NFC6","Friday","15:00 - 16:00",0,"Available"
"1493","NFC6","Friday","16:00 - 17:00",0,"Available"
"1494","NFC6","Friday","17:00 - 17:45",0,"Available"
"1495","NFC6","Saturday","08:00 - 08:50",0,"Available"
"1496","NFC6","Saturday","08:55 - 09:45",0,"Available"
"1497","NFC6","Saturday","10:15 - 11:05",0,"Available"
"1498","NFC6","Saturday","11:10 - 12:00",0,"Available"
"1499","NFC6","Saturday","13:00 - 14:00",0,"Available"
"1500","NFC6","Saturday","14:00 - 15:00",0,"Available"
"1501","NFC6","Saturday","15:00 - 16:00",0,"Available"
"1502","NFC6","Saturday","16:00 - 17:00",0,"Available"
"1503","NFC6","Saturday","17:00 - 17:45",0,"Available"
"1504","NFC6","Sunday","08:00 - 08:50",0,"Available"
"1505","NFC6","Sunday","08:55 - 09:45",0,"Available"
"1506","NFC6","Sunday","10:15 - 11:05",0,"Available"
"1507","NFC6","Sunday","11:10 - 12:00",0,"Available"
"1508","NFC6","Sunday","13:00 - 14:00",0,"Available"
"1509","NFC6","Sunday","14:00 - 15:00",0,"Available"
"1510","NFC6","Sunday","15:00 - 16:00",0,"Available"
"1511","NFC6","Sunday","16:00 - 17:00",0,"Available"
"1512","NFC6","Sunday","17:00 - 17:45",0,"Available"
"1513","PLT","Monday","08:00 - 08:50",1,"Not Available"
"1514","PLT","Monday","08:55 - 09:45",1,"Not Available"
"1515","PLT","Monday","10:15 - 11:05",1,"Not Available"
"1516","PLT","Monday","11:10 - 12:00",1,"Not Available"
"1517","PLT","Monday","13:00 - 14:00",0,"Available"
"1518","PLT","Monday","14:00 - 15:00",1,"Not Available"
"1519","PLT","Monday","15:00 - 16:00",1,"Not Available"
"1520","PLT","Monday","16:00 - 17:00",1,"Not Available"
"1521","PLT","Monday","17:00 - 17:45",0,"Available"
"1522","PLT","Tuesday","08:00 - 08:50",1,"Not Available"
"1523","PLT","Tuesday","08:55 - 09:45",1,"Not Available"
"1524","PLT","Tuesday","10:15 - 11:05",1,"Not Available"
"1525","PLT","Tuesday","11:10 - 12:00",1,"Not Available"
"1526","PLT","Tuesday","13:00 - 14:00",0,"Available"
"1527","PLT","Tuesday","14:00 - 15:00",0,"Available"
"1528","PLT","Tuesday","15:00 - 16:00",1,"Not Available"
"1529","PLT","Tuesday","16:00 - 17:00",1,"Not Available"
"1530","PLT","Tuesday","17:00 - 17:45",0,"Available"
"1531","PLT","Wednesday","08:00 - 08:50",1,"Not Available"
"1532","PLT","Wednesday","08:55 - 09:45",1,"Not Available"
"1533","PLT","Wednesday","10:15 - 11:05",1,"Not Available"
"1534","PLT","Wednesday","11:10 - 12:00",1,"Not Available"
"1535","PLT","Wednesday","13:00 - 14:00",1,"Not Available"
"1536","PLT","Wednesday","14:00 - 15:00",0,"Available"
"1537","PLT","Wednesday","15:00 - 16:00",1,"Not Available"
"1538","PLT","Wednesday","16:00 - 17:00",0,"Available"
"1539","PLT","Wednesday","17:00 - 17:45",0,"Available"
"1540","PLT","Thursday","08:00 - 08:50",0,"Available"
"1541","PLT","Thursday","08:55 - 09:45",1,"Not Available"
"1542","PLT","Thursday","10:15 - 11:05",1,"Not Available"
"1543","PLT","Thursday","11:10 - 12:00",1,"Not Available"
"1544","PLT","Thursday","13:00 - 14:00",1,"Not Available"
"1545","PLT","Thursday","14:00 - 15:00",1,"Not Available"
"1546","PLT","Thursday","15:00 - 16:00",0,"Available"
"1547","PLT","Thursday","16:00 - 17:00",0,"Available"
"1548","PLT","Thursday","17:00 - 17:45",0,"Available"
"1549","PLT","Friday","08:00 - 08:50",1,"Not Available"
"1550","PLT","Friday","08:55 - 09:45",1,"Not Available"
"1551","PLT","Friday","10:15 - 11:05",0,"Available"
"1552","PLT","Friday","11:10 - 12:00",0,"Available"
"1553","PLT","Friday","13:00 - 14:00",0,"Available"
"1554","PLT","Friday","14:00 - 15:00",0,"Available"
"1555","PLT","Friday","15:00 - 16:00",0,"Available"
"1556","PLT","Friday","16:00 - 17:00",0,"Available"
"1557","PLT","Friday","17:00 - 17:45",0,"Available"
"1558","PLT","Saturday","08:00 - 08:50",0,"Available"
"1559","PLT","Saturday","08:55 - 09:45",0,"Available"
"1560","PLT","Saturday","10:15 - 11:05",0,"Available"
"1561","PLT","Saturday","11:10 - 12:00",0,"Available"
"1562","PLT","Saturday","13:00 - 14:00",0,"Available"
"1563","PLT","Saturday","14:00 - 15:00",0,"Available"
"1564","PLT","Saturday","15:00 - 16:00",0,"Available"
"1565","PLT","Saturday","16:00 - 17:00",0,"Available"
"1566","PLT","Saturday","17:00 - 17:45",0,"Available"
"1567","PLT","Sunday","08:00 - 08:50",0,"Available"
"1568","PLT","Sunday","08:55 - 09:45",0,"Available"
"1569","PLT","Sunday","10:15 - 11:05",0,"Available"
"1570","PLT","Sunday","11:10 - 12:00",0,"Available"
"1571","PLT","Sunday","13:00 - 14:00",0,"Available"
"1572","PLT","Sunday","14:00 - 15:00",0,"Available"
"1573","PLT","Sunday","15:00 - 16:00",0,"Available"
"1574","PLT","Sunday","16:00 - 17:00",0,"Available"
"1575","PLT","Sunday","17:00 - 17:45",0,"Available"
"1576","S1","Monday","08:00 - 08:50",1,"Not Available"
"1577","S1","Monday","08:55 - 09:45",1,"Not Available"
"1578","S1","Monday","10:15 - 11:05",1,"Not Available"
"1579","S1","Monday","11:10 - 12:00",1,"Not Available"
"1580","S1","Monday","13:00 - 14:00",1,"Not Available"
"1581","S1","Monday","14:00 - 15:00",0,"Available"
"1582","S1","Monday","15:00 - 16:00",0,"Available"
"1583","S1","Monday","16:00 - 17:00",0,"Available"
"1584","S1","Monday","17:00 - 17:45",0,"Available"
"1585","S1","Tuesday","08:00 - 08:50",1,"Not Available"
"1586","S1","Tuesday","08:55 - 09:45",0,"Available"
"1587","S1","Tuesday","10:15 - 11:05",1,"Not Available"
"1588","S1","Tuesday","11:10 - 12:00",1,"Not Available"
"1589","S1","Tuesday","13:00 - 14:00",0,"Available"
"1590","S1","Tuesday","14:00 - 15:00",0,"Available"
"1591","S1","Tuesday","15:00 - 16:00",0,"Available"
"1592","S1","Tuesday","16:00 - 17:00",1,"Not Available"
"1593","S1","Tuesday","17:00 - 17:45",0,"Available"
"1594","S1","Wednesday","08:00 - 08:50",1,"Not Available"
"1595","S1","Wednesday","08:55 - 09:45",1,"Not Available"
"1596","S1","Wednesday","10:15 - 11:05",1,"Not Available"
"1597","S1","Wednesday","11:10 - 12:00",1,"Not Available"
"1598","S1","Wednesday","13:00 - 14:00",1,"Not Available"
"1599","S1","Wednesday","14:00 - 15:00",1,"Not Available"
"1600","S1","Wednesday","15:00 - 16:00",0,"Available"
"1601","S1","Wednesday","16:00 - 17:00",0,"Available"
"1602","S1","Wednesday","17:00 - 17:45",1,"Not Available"
"1603","S1","Thursday","08:00 - 08:50",1,"Not Available"
"1604","S1","Thursday","08:55 - 09:45",1,"Not Available"
"1605","S1","Thursday","10:15 - 11:05",1,"Not Available"
"1606","S1","Thursday","11:10 - 12:00",1,"Not Available"
"1607","S1","Thursday","13:00 - 14:00",0,"Available"
"1608","S1","Thursday","14:00 - 15:00",1,"Not Available"
"1609","S1","Thursday","15:00 - 16:00",0,"Available"
"1610","S1","Thursday","16:00 - 17:00",0,"Available"
"1611","S1","Thursday","17:00 - 17:45",0,"Available"
"1612","S1","Friday","08:00 - 08:50",1,"Not Available"
"1613","S1","Friday","08:55 - 09:45",1,"Not Available"
"1614","S1","Friday","10:15 - 11:05",0,"Available"
"1615","S1","Friday","11:10 - 12:00",0,"Available"
"1616","S1","Friday","13:00 - 14:00",1,"Not Available"
"1617","S1","Friday","14:00 - 15:00",1,"Not Available"
"1618","S1","Friday","15:00 - 16:00",0,"Available"
"1619","S1","Friday","16:00 - 17:00",0,"Available"
"1620","S1","Friday","17:00 - 17:45",0,"Available"
"1621","S1","Saturday","08:00 - 08:50",0,"Available"
"1622","S1","Saturday","08:55 - 09:45",0,"Available"
"1623","S1","Saturday","10:15 - 11:05",0,"Available"
"1624","S1","Saturday","11:10 - 12:00",0,"Available"
"1625","S1","Saturday","13:00 - 14:00",0,"Available"
"1626","S1","Saturday","14:00 - 15:00",0,"Available"
"1627","S1","Saturday","15:00 - 16:00",0,"Available"
"1628","S1","Saturday","16:00 - 17:00",0,"Available"
"1629","S1","Saturday","17:00 - 17:45",0,"Available"
"1630","S1","Sunday","08:00 - 08:50",0,"Available"
"1631","S1","Sunday","08:55 - 09:45",0,"Available"
"1632","S1","Sunday","10:15 - 11:05",0,"Available"
"1633","S1","Sunday","11:10 - 12:00",0,"Available"
"1634","S1","Sunday","13:00 - 14:00",0,"Available"
"1635","S1","Sunday","14:00 - 15:00",0,"Available"
"1636","S1","Sunday","15:00 - 16:00",0,"Available"
"1637","S1","Sunday","16:00 - 17:00",0,"Available"
"1638","S1","Sunday","17:00 - 17:45",0,"Available"
"1639","SCR","Monday","08:00 - 08:50",1,"Not Available"
"1640","SCR","Monday","08:55 - 09:45",0,"Available"
"1641","SCR","Monday","10:15 - 11:05",1,"Not Available"
"1642","SCR","Monday","11:10 - 12:00",1,"Not Available"
"1643","SCR","Monday","13:00 - 14:00",1,"Not Available"
"1644","SCR","Monday","14:00 - 15:00",1,"Not Available"
"1645","SCR","Monday","15:00 - 16:00",0,"Available"
"1646","SCR","Monday","16:00 - 17:00",0,"Available"
"1647","SCR","Monday","17:00 - 17:45",0,"Available"
"1648","SCR","Tuesday","08:00 - 08:50",0,"Available"
"1649","SCR","Tuesday","08:55 - 09:45",0,"Available"
"1650","SCR","Tuesday","10:15 - 11:05",0,"Available"
"1651","SCR","Tuesday","11:10 - 12:00",0,"Available"
"1652","SCR","Tuesday","13:00 - 14:00",0,"Available"
"1653","SCR","Tuesday","14:00 - 15:00",0,"Available"
"1654","SCR","Tuesday","15:00 - 16:00",0,"Available"
"1655","SCR","Tuesday","16:00 - 17:00",0,"Available"
"1656","SCR","Tuesday","17:00 - 17:45",0,"Available"
"1657","SCR","Wednesday","08:00 - 08:50",0,"Available"
"1658","SCR","Wednesday","08:55 - 09:45",0,"Available"
"1659","SCR","Wednesday","10:15 - 11:05",0,"Available"
"1660","SCR","Wednesday","11:10 - 12:00",0,"Available"
"1661","SCR","Wednesday","13:00 - 14:00",0,"Available"
"1662","SCR","Wednesday","14:00 - 15:00",0,"Available"
"1663","SCR","Wednesday","15:00 - 16:00",0,"Available"
"1664","SCR","Wednesday","16:00 - 17:00",0,"Available"
"1665","SCR","Wednesday","17:00 - 17:45",0,"Available"
"1666","SCR","Thursday","08:00 - 08:50",0,"Available"
"1667","SCR","Thursday","08:55 - 09:45",0,"Available"
"1668","SCR","Thursday","10:15 - 11:05",0,"Available"
"1669","SCR","Thursday","11:10 - 12:00",0,"Available"
"1670","SCR","Thursday","13:00 - 14:00",0,"Available"
"1671","SCR","Thursday","14:00 - 15:00",0,"Available"
"1672","SCR","Thursday","15:00 - 16:00",0,"Available"
"1673","SCR","Thursday","16:00 - 17:00",0,"Available"
"1674","SCR","Thursday","17:00 - 17:45",0,"Available"
"1675","SCR","Friday","08:00 - 08:50",0,"Available"
"1676","SCR","Friday","08:55 - 09:45",0,"Available"
"1677","SCR","Friday","10:15 - 11:05",0,"Available"
"1678","SCR","Friday","11:10 - 12:00",0,"Available"
"1679","SCR","Friday","13:00 - 14:00",0,"Available"
"1680","SCR","Friday","14:00 - 15:00",0,"Available"
"1681","SCR","Friday","15:00 - 16:00",0,"Available"
"1682","SCR","Friday","16:00 - 17:00",0,"Available"
"1683","SCR","Friday","17:00 - 17:45",0,"Available"
"1684","SCR","Saturday","08:00 - 08:50",0,"Available"
"1685","SCR","Saturday","08:55 - 09:45",0,"Available"
"1686","SCR","Saturday","10:15 - 11:05",0,"Available"
"1687","SCR","Saturday","11:10 - 12:00",0,"Available"
"1688","SCR","Saturday","13:00 - 14:00",0,"Available"
"1689","SCR","Saturday","14:00 - 15:00",0,"Available"
"1690","SCR","Saturday","15:00 - 16:00",0,"Available"
"1691","SCR","Saturday","16:00 - 17:00",0,"Available"
"1692","SCR","Saturday","17:00 - 17:45",0,"Available"
"1693","SCR","Sunday","08:00 - 08:50",0,"Available"
"1694","SCR","Sunday","08:55 - 09:45",0,"Available"
"1695","SCR","Sunday","10:15 - 11:05",0,"Available"
"1696","SCR","Sunday","11:10 - 12:00",0,"Available"
"1697","SCR","Sunday","13:00 - 14:00",0,"Available"
"1698","SCR","Sunday","14:00 - 15:00",0,"Available"
"1699","SCR","Sunday","15:00 - 16:00",0,"Available"
"1700","SCR","Sunday","16:00 - 17:00",0,"Available"
"1701","SCR","Sunday","17:00 - 17:45",0,"Available"
"1702","SLH - Botany","Monday","08:00 - 08:50",1,"Not Available"
"1703","SLH - Botany","Monday","08:55 - 09:45",1,"Not Available"
"1704","SLH - Botany","Monday","10:15 - 11:05",0,"Available"
"1705","SLH - Botany","Monday","11:10 - 12:00",0,"Available"
"1706","SLH - Botany","Monday","13:00 - 14:00",1,"Not Available"
"1707","SLH - Botany","Monday","14:00 - 15:00",1,"Not Available"
"1708","SLH - Botany","Monday","15:00 - 16:00",0,"Available"
"1709","SLH - Botany","Monday","16:00 - 17:00",0,"Available"
"1710","SLH - Botany","Monday","17:00 - 17:45",0,"Available"
"1711","SLH - Botany","Tuesday","08:00 - 08:50",0,"Available"
"1712","SLH - Botany","Tuesday","08:55 - 09:45",0,"Available"
"1713","SLH - Botany","Tuesday","10:15 - 11:05",1,"Not Available"
"1714","SLH - Botany","Tuesday","11:10 - 12:00",1,"Not Available"
"1715","SLH - Botany","Tuesday","13:00 - 14:00",0,"Available"
"1716","SLH - Botany","Tuesday","14:00 - 15:00",0,"Available"
"1717","SLH - Botany","Tuesday","15:00 - 16:00",0,"Available"
"1718","SLH - Botany","Tuesday","16:00 - 17:00",0,"Available"
"1719","SLH - Botany","Tuesday","17:00 - 17:45",0,"Available"
"1720","SLH - Botany","Wednesday","08:00 - 08:50",0,"Available"
"1721","SLH - Botany","Wednesday","08:55 - 09:45",0,"Available"
"1722","SLH - Botany","Wednesday","10:15 - 11:05",0,"Available"
"1723","SLH - Botany","Wednesday","11:10 - 12:00",0,"Available"
"1724","SLH - Botany","Wednesday","13:00 - 14:00",1,"Not Available"
"1725","SLH - Botany","Wednesday","14:00 - 15:00",1,"Not Available"
"1726","SLH - Botany","Wednesday","15:00 - 16:00",0,"Available"
"1727","SLH - Botany","Wednesday","16:00 - 17:00",0,"Available"
"1728","SLH - Botany","Wednesday","17:00 - 17:45",0,"Available"
"1729","SLH - Botany","Thursday","08:00 - 08:50",0,"Available"
"1730","SLH - Botany","Thursday","08:55 - 09:45",0,"Available"
"1731","SLH - Botany","Thursday","10:15 - 11:05",1,"Not Available"
"1732","SLH - Botany","Thursday","11:10 - 12:00",1,"Not Available"
"1733","SLH - Botany","Thursday","13:00 - 14:00",0,"Available"
"1734","SLH - Botany","Thursday","14:00 - 15:00",0,"Available"
"1735","SLH - Botany","Thursday","15:00 - 16:00",0,"Available"
"1736","SLH - Botany","Thursday","16:00 - 17:00",0,"Available"
"1737","SLH - Botany","Thursday","17:00 - 17:45",0,"Available"
"1738","SLH - Botany","Friday","08:00 - 08:50",0,"Available"
"1739","SLH - Botany","Friday","08:55 - 09:45",0,"Available"
"1740","SLH - Botany","Friday","10:15 - 11:05",0,"Available"
"1741","SLH - Botany","Friday","11:10 - 12:00",0,"Available"
"1742","SLH - Botany","Friday","13:00 - 14:00",1,"Not Available"
"1743","SLH - Botany","Friday","14:00 - 15:00",1,"Not Available"
"1744","SLH - Botany","Friday","15:00 - 16:00",0,"Available"
"1745","SLH - Botany","Friday","16:00 - 17:00",0,"Available"
"1746","SLH - Botany","Friday","17:00 - 17:45",0,"Available"
"1747","SLH - Botany","Saturday","08:00 - 08:50",0,"Available"
"1748","SLH - Botany","Saturday","08:55 - 09:45",1,"Not Available"
"1749","SLH - Botany","Saturday","10:15 - 11:05",1,"Not Available"
"1750","SLH - Botany","Saturday","11:10 - 12:00",1,"Not Available"
"1751","SLH - Botany","Saturday","13:00 - 14:00",0,"Available"
"1752","SLH - Botany","Saturday","14:00 - 15:00",0,"Available"
"1753","SLH - Botany","Saturday","15:00 - 16:00",0,"Available"
"1754","SLH - Botany","Saturday","16:00 - 17:00",0,"Available"
"1755","SLH - Botany","Saturday","17:00 - 17:45",0,"Available"
"1756","SLH - Botany","Sunday","08:00 - 08:50",0,"Available"
"1757","SLH - Botany","Sunday","08:55 - 09:45",0,"Available"
"1758","SLH - Botany","Sunday","10:15 - 11:05",0,"Available"
"1759","SLH - Botany","Sunday","11:10 - 12:00",0,"Available"
"1760","SLH - Botany","Sunday","13:00 - 14:00",0,"Available"
"1761","SLH - Botany","Sunday","14:00 - 15:00",0,"Available"
"1762","SLH - Botany","Sunday","15:00 - 16:00",0,"Available"
"1763","SLH - Botany","Sunday","16:00 - 17:00",0,"Available"
"1764","SLH - Botany","Sunday","17:00 - 17:45",0,"Available"
"1765","SLH - Physics","Monday","08:00 - 08:50",0,"Available"
"1766","SLH - Physics","Monday","08:55 - 09:45",0,"Available"
"1767","SLH - Physics","Monday","10:15 - 11:05",0,"Available"
"1768","SLH - Physics","Monday","11:10 - 12:00",0,"Available"
"1769","SLH - Physics","Monday","13:00 - 14:00",0,"Available"
"1770","SLH - Physics","Monday","14:00 - 15:00",0,"Available"
"1771","SLH - Physics","Monday","15:00 - 16:00",0,"Available"
"1772","SLH - Physics","Monday","16:00 - 17:00",0,"Available"
"1773","SLH - Physics","Monday","17:00 - 17:45",0,"Available"
"1774","SLH - Physics","Tuesday","08:00 - 08:50",0,"Available"
"1775","SLH - Physics","Tuesday","08:55 - 09:45",1,"Not Available"
"1776","SLH - Physics","Tuesday","10:15 - 11:05",1,"Not Available"
"1777","SLH - Physics","Tuesday","11:10 - 12:00",1,"Not Available"
"1778","SLH - Physics","Tuesday","13:00 - 14:00",0,"Available"
"1779","SLH - Physics","Tuesday","14:00 - 15:00",0,"Available"
"1780","SLH - Physics","Tuesday","15:00 - 16:00",0,"Available"
"1781","SLH - Physics","Tuesday","16:00 - 17:00",0,"Available"
"1782","SLH - Physics","Tuesday","17:00 - 17:45",0,"Available"
"1783","SLH - Physics","Wednesday","08:00 - 08:50",0,"Available"
"1784","SLH - Physics","Wednesday","08:55 - 09:45",0,"Available"
"1785","SLH - Physics","Wednesday","10:15 - 11:05",0,"Available"
"1786","SLH - Physics","Wednesday","11:10 - 12:00",0,"Available"
"1787","SLH - Physics","Wednesday","13:00 - 14:00",0,"Available"
"1788","SLH - Physics","Wednesday","14:00 - 15:00",0,"Available"
"1789","SLH - Physics","Wednesday","15:00 - 16:00",0,"Available"
"1790","SLH - Physics","Wednesday","16:00 - 17:00",0,"Available"
"1791","SLH - Physics","Wednesday","17:00 - 17:45",0,"Available"
"1792","SLH - Physics","Thursday","08:00 - 08:50",0,"Available"
"1793","SLH - Physics","Thursday","08:55 - 09:45",0,"Available"
"1794","SLH - Physics","Thursday","10:15 - 11:05",0,"Available"
"1795","SLH - Physics","Thursday","11:10 - 12:00",0,"Available"
"1796","SLH - Physics","Thursday","13:00 - 14:00",0,"Available"
"1797","SLH - Physics","Thursday","14:00 - 15:00",0,"Available"
"1798","SLH - Physics","Thursday","15:00 - 16:00",0,"Available"
"1799","SLH - Physics","Thursday","16:00 - 17:00",0,"Available"
"1800","SLH - Physics","Thursday","17:00 - 17:45",0,"Available"
"1801","SLH - Physics","Friday","08:00 - 08:50",0,"Available"
"1802","SLH - Physics","Friday","08:55 - 09:45",1,"Not Available"
"1803","SLH - Physics","Friday","10:15 - 11:05",1,"Not Available"
"1804","SLH - Physics","Friday","11:10 - 12:00",1,"Not Available"
"1805","SLH - Physics","Friday","13:00 - 14:00",0,"Available"
"1806","SLH - Physics","Friday","14:00 - 15:00",0,"Available"
"1807","SLH - Physics","Friday","15:00 - 16:00",0,"Available"
"1808","SLH - Physics","Friday","16:00 - 17:00",0,"Available"
"1809","SLH - Physics","Friday","17:00 - 17:45",0,"Available"
"1810","SLH - Physics","Saturday","08:00 - 08:50",0,"Available"
"1811","SLH - Physics","Saturday","08:55 - 09:45",0,"Available"
"1812","SLH - Physics","Saturday","10:15 - 11:05",0,"Available"
"1813","SLH - Physics","Saturday","11:10 - 12:00",0,"Available"
"1814","SLH - Physics","Saturday","13:00 - 14:00",0,"Available"
"1815","SLH - Physics","Saturday","14:00 - 15:00",0,"Available"
"1816","SLH - Physics","Saturday","15:00 - 16:00",0,"Available"
"1817","SLH - Physics","Saturday","16:00 - 17:00",0,"Available"
"1818","SLH - Physics","Saturday","17:00 - 17:45",0,"Available"
"1819","SLH - Physics","Sunday","08:00 - 08:50",0,"Available"
"1820","SLH - Physics","Sunday","08:55 - 09:45",0,"Available"
"1821","SLH - Physics","Sunday","10:15 - 11:05",0,"Available"
"1822","SLH - Physics","Sunday","11:10 - 12:00",0,"Available"
"1823","SLH - Physics","Sunday","13:00 - 14:00",0,"Available"
"1824","SLH - Physics","Sunday","14:00 - 15:00",0,"Available"
"1825","SLH - Physics","Sunday","15:00 - 16:00",0,"Available"
"1826","SLH - Physics","Sunday","16:00 - 17:00",0,"Available"
"1827","SLH - Physics","Sunday","17:00 - 17:45",0,"Available"
"1828","SP - Forestry","Monday","08:00 - 08:50",0,"Available"
"1829","SP - Forestry","Monday","08:55 - 09:45",0,"Available"
"1830","SP - Forestry","Monday","10:15 - 11:05",0,"Available"
"1831","SP - Forestry","Monday","11:10 - 12:00",1,"Not Available"
"1832","SP - Forestry","Monday","13:00 - 14:00",0,"Available"
"1833","SP - Forestry","Monday","14:00 - 15:00",0,"Available"
"1834","SP - Forestry","Monday","15:00 - 16:00",0,"Available"
"1835","SP - Forestry","Monday","16:00 - 17:00",0,"Available"
"1836","SP - Forestry","Monday","17:00 - 17:45",0,"Available"
"1837","SP - Forestry","Tuesday","08:00 - 08:50",0,"Available"
"1838","SP - Forestry","Tuesday","08:55 - 09:45",0,"Available"
"1839","SP - Forestry","Tuesday","10:15 - 11:05",0,"Available"
"1840","SP - Forestry","Tuesday","11:10 - 12:00",0,"Available"
"1841","SP - Forestry","Tuesday","13:00 - 14:00",1,"Not Available"
"1842","SP - Forestry","Tuesday","14:00 - 15:00",1,"Not Available"
"1843","SP - Forestry","Tuesday","15:00 - 16:00",1,"Not Available"
"1844","SP - Forestry","Tuesday","16:00 - 17:00",1,"Not Available"
"1845","SP - Forestry","Tuesday","17:00 - 17:45",0,"Available"
